

lastname, firstname, residentID, programID, name

Clay, Emmanuel, 31941595, IMD, Internal Medicine, 
Figueroa, Damir, 24993658, XXX, NOT_MATCHED, 
Bravo, Zaiden, 77820879, FMD, Family Medicine, 
Nichols, Alfred, 88257849, FMD, Family Medicine, 
Villegas, Niko, 75928000, PSY, Psychiatry, 
Barrett, Clyde, 93082942, XXX, NOT_MATCHED, 
Hurley, Keenan, 28152235, PDT, Pediatrics, 
Burke, Callen, 21691282, PSU, Plastic Surgery, 
Rose, Callie, 61494029, XXX, NOT_MATCHED, 
Tucker, Lucia, 81259041, IMD, Internal Medicine, 
Lynn, Kai, 45021646, FMD, Family Medicine, 
Villanueva, Raymond, 43368818, XXX, NOT_MATCHED, 
Garner, London, 14094939, XXX, NOT_MATCHED, 
Parrish, Greta, 78612627, IMD, Internal Medicine, 
Boyd, Royce, 74731882, IMD, Internal Medicine, 
Kelly, Selena, 99708367, FMD, Family Medicine, 
Glover, Sutton, 21668991, IMD, Internal Medicine, 
Fischer, Kaleb, 99218244, FMD, Family Medicine, 
Ayers, Stormi, 76476300, FMD, Family Medicine, 
Santana, Armani, 53843199, PSY, Psychiatry, 
Krueger, Allie, 73373250, FMD, Family Medicine, 
Woodard, Braelyn, 32984197, FMD, Family Medicine, 
Boyd, Raina, 99448805, FMD, Family Medicine, 
Davidson, Bonnie, 36329968, FMD, Family Medicine, 
Gill, Jaylah, 67465143, FMD, Family Medicine, 
Washington, Kaitlyn, 88723913, ANT, Anesthesiology, 
Donovan, Simone, 21405887, XXX, NOT_MATCHED, 
Rowe, Kelly, 94397167, ANT, Anesthesiology, 
White, Madelynn, 64244118, IMD, Internal Medicine, 
Nicholson, Isaiah, 10741942, NRO, Neurology, 
Barnes, Selah, 70334117, XXX, NOT_MATCHED, 
Dunlap, Desmond, 53876391, FMD, Family Medicine, 
Galvan, Victoria, 42047733, FMD, Family Medicine, 
Middleton, Regina, 96748602, GSU, General Surgery, 
Ramirez, Rey, 78338378, ANT, Anesthesiology, 
Barrett, Marley, 62338001, XXX, NOT_MATCHED, 
Jackson, Mason, 40904031, FMD, Family Medicine, 
Figueroa, Hayley, 66622571, FMD, Family Medicine, 
Delarosa, Odin, 75953822, FMD, Family Medicine, 
Hood, Jovie, 17420882, XXX, NOT_MATCHED, 
Hurley, Delilah, 54766214, FMD, Family Medicine, 
Henry, Dakari, 61634101, PDT, Pediatrics, 
Harrell, Dallas, 15690756, PMR, Physical Medicine & Rehabilitation, 
Beck, Dani, 21012554, FMD, Family Medicine, 
Haynes, Jazmine, 33397267, IMD, Internal Medicine, 
Moody, Julia, 11547120, FMD, Family Medicine, 
Morrow, Austin, 21175373, FMD, Family Medicine, 
Cochran, Dallas, 10700609, XXX, NOT_MATCHED, 
Jenkins, Zaylee, 42309094, XXX, NOT_MATCHED, 
Webster, Zayn, 83997789, ORS, Orthopedic Surgery, 
Felix, Colt, 39220183, XXX, NOT_MATCHED, 
Bass, Benson, 28241911, OBG, Obstetrics and Gynecology, 
Molina, Paisleigh, 80417406, IMD, Internal Medicine, 
Vincent, Bowen, 33092878, XXX, NOT_MATCHED, 
Williamson, Mark, 35521427, FMD, Family Medicine, 
Chen, Lyric, 64191019, FMD, Family Medicine, 
Enriquez, Layne, 24150047, OBG, Obstetrics and Gynecology, 
Lim, Atlas, 90445911, NPA, Neuropathology, 
Fowler, Morgan, 24881175, URO, Urology, 
Bradshaw, Kali, 88493508, MMI, Medical Microbiology, 
Silva, Alex, 45648962, XXX, NOT_MATCHED, 
Potter, Keyla, 44976622, FMD, Family Medicine, 
Arellano, Ryan, 38227816, FMD, Family Medicine, 
Donovan, Laura, 46456004, FMD, Family Medicine, 
Quintana, Ronan, 14909814, FMD, Family Medicine, 
Hodges, Sage, 16813720, DRA, Diagnostic Radiology, 
Hardin, Astrid, 74549198, DMP, Diagnostic and Molecular Pathology, 
Bonilla, Riggs, 45031720, FMD, Family Medicine, 
Stein, Izaiah, 12040413, XXX, NOT_MATCHED, 
Wood, Amber, 89829911, FMD, Family Medicine, 
Cook, Hamza, 33491792, EMD, Emergency Medicine, 
Richards, Hayden, 94226267, XXX, NOT_MATCHED, 
Correa, Layla, 37080714, IMD, Internal Medicine, 
Vincent, Peyton, 21217547, IMD, Internal Medicine, 
Reid, Thea, 31811494, NRO, Neurology, 
Orozco, Frankie, 92678132, PSY, Psychiatry, 
Hanson, Rebekah, 13057590, IMD, Internal Medicine, 
Pena, Kaisley, 90139394, XXX, NOT_MATCHED, 
Howe, Liam, 79348895, FMD, Family Medicine, 
Singleton, Lainey, 66869280, XXX, NOT_MATCHED, 
Anderson, Zola, 79668062, XXX, NOT_MATCHED, 
Hensley, Krew, 56653269, ORS, Orthopedic Surgery, 
Medrano, Joe, 50673032, PSY, Psychiatry, 
Richardson, Winter, 39730086, EMD, Emergency Medicine, 
Wallace, Phoenix, 61634178, IMD, Internal Medicine, 
Sanchez, Tony, 59034720, FMD, Family Medicine, 
McMillan, Trey, 56204059, FMD, Family Medicine, 
James, Paislee, 12775896, GSU, General Surgery, 
Graham, Veda, 44865831, XXX, NOT_MATCHED, 
Clements, Lola, 13123339, FMD, Family Medicine, 
Peck, Scott, 36465939, FMD, Family Medicine, 
Valdez, Jaxtyn, 19581331, FMD, Family Medicine, 
Lugo, Gloria, 57470924, FMD, Family Medicine, 
Rich, Samantha, 28336312, IMD, Internal Medicine, 
Lyons, Rhett, 12578219, XXX, NOT_MATCHED, 
Mayer, Maurice, 41452955, XXX, NOT_MATCHED, 
Beil, Halo, 52822469, IMD, Internal Medicine, 
Park, Esmeralda, 95892614, FMD, Family Medicine, 
Woodard, Macie, 37591497, XXX, NOT_MATCHED, 
Adams, Arian, 63814293, NRP, Neurology - Pediatric, 
Williams, Franco, 37968718, PSY, Psychiatry, 
Harrington, Sage, 93780389, XXX, NOT_MATCHED, 
Cantrell, Fernanda, 36685371, PDT, Pediatrics, 
Barron, Philip, 98173053, PSY, Psychiatry, 
Brady, Kiaan, 66216510, URO, Urology, 
Roberts, Dane, 16300587, FMD, Family Medicine, 
Henry, Barrett, 62028257, OPH, Ophthalmology, 
Torres, Amaia, 79023758, PSU, Plastic Surgery, 
Strickland, Promise, 38602753, IMD, Internal Medicine, 
Rowe, Treasure, 68885038, FMD, Family Medicine, 
Roberson, Shay, 83383704, IMD, Internal Medicine, 
Clark, Amora, 10866059, DRA, Diagnostic Radiology, 
Bradshaw, Rory, 45251556, FMD, Family Medicine, 
Anthony, Kyla, 11486990, XXX, NOT_MATCHED, 
Adkins, Marlon, 94804530, FMD, Family Medicine, 
Martinez, Cairo, 15218073, PDT, Pediatrics, 
Pugh, Cade, 87937567, IMD, Internal Medicine, 
Camacho, Titan, 18987400, DRA, Diagnostic Radiology, 
Reed, Judson, 29645799, XXX, NOT_MATCHED, 
Travis, Kai, 37194295, ANT, Anesthesiology, 
Andersen, Rylan, 78442919, ANT, Anesthesiology, 
Foster, Leighton, 18069358, FMD, Family Medicine, 
Stevenson, Emmaline, 77128060, IMD, Internal Medicine, 
Kent, Patrick, 77236529, OBG, Obstetrics and Gynecology, 
Crawford, Valentin, 52547755, IMD, Internal Medicine, 
McBride, Francesca, 33718651, FMD, Family Medicine, 
Davila, Alex, 88256409, NRO, Neurology, 
Hudson, Zakai, 95255160, XXX, NOT_MATCHED, 
Carroll, Kellen, 57459058, PSY, Psychiatry, 
Alexander, Hank, 46838628, IMD, Internal Medicine, 
Welch, Makai, 12695913, FMD, Family Medicine, 
Dudley, Graham, 26604550, PSY, Psychiatry, 
Dodson, Camilo, 63595312, FMD, Family Medicine, 
Snyder, Bronson, 85905707, FMD, Family Medicine, 
Goodwin, Piper, 35902286, XXX, NOT_MATCHED, 
Neal, Declan, 48995495, MMI, Medical Microbiology, 
Love, Harley, 87960748, IMD, Internal Medicine, 
Sosa, Damon, 41450788, FMD, Family Medicine, 
Marks, Amber, 11753116, XXX, NOT_MATCHED, 
Pope, Elliot, 37217084, XXX, NOT_MATCHED, 
Howe, Kyro, 58807770, VSU, Vascular Surgery, 
Palacios, Bruce, 33964365, OBG, Obstetrics and Gynecology, 
Lawson, London, 81477720, PSU, Plastic Surgery, 
Oliver, Kye, 35931779, XXX, NOT_MATCHED, 
Sloan, Royal, 86927585, OBG, Obstetrics and Gynecology, 
Chavez, Lucille, 71224108, FMD, Family Medicine, 
Guerra, Fisher, 80913171, XXX, NOT_MATCHED, 
Waller, Salem, 16300379, FMD, Family Medicine, 
Bonilla, Demi, 88187840, XXX, NOT_MATCHED, 
Kelly, Emmett, 93195583, FMD, Family Medicine, 
Sexton, Ricky, 33370911, OBG, Obstetrics and Gynecology, 
Whitaker, Kora, 89045783, PSU, Plastic Surgery, 
Hunter, Noah, 76873442, EMD, Emergency Medicine, 
Burton, Tommy, 78403114, FMD, Family Medicine, 
York, Cassidy, 92277729, FMD, Family Medicine, 
Guerrero, Navy, 27852605, XXX, NOT_MATCHED, 
Adams, Jayce, 45831145, FMD, Family Medicine, 
Fowler, Aaliyah, 27120188, ORS, Orthopedic Surgery, 
Wyatt, Valerie, 49976880, DMP, Diagnostic and Molecular Pathology, 
Reese, Barbara, 72023789, XXX, NOT_MATCHED, 
Harper, Aubrey, 17284430, IMD, Internal Medicine, 
Vega, Azariah, 95986544, FMD, Family Medicine, 
Trejo, Khalid, 27489849, FMD, Family Medicine, 
Brooks, Nikolai, 60849904, FMD, Family Medicine, 
Solis, Amanda, 12894865, XXX, NOT_MATCHED, 
Hart, Blakely, 64286255, FMD, Family Medicine, 
Thompson, Jared, 23241478, XXX, NOT_MATCHED, 
Cook, Luca, 27540635, ANT, Anesthesiology, 
Morris, Emory, 99665988, URO, Urology, 
Bryan, Jayson, 67696135, FMD, Family Medicine, 
Parks, Jillian, 61924990, PSY, Psychiatry, 
Lamb, Valery, 60581802, EMD, Emergency Medicine, 
Noble, Mekhi, 69549703, FMD, Family Medicine, 
Green, Maria, 18623305, XXX, NOT_MATCHED, 
Herring, Joyce, 74232703, FMD, Family Medicine, 
Clarke, Iyla, 21383156, FMD, Family Medicine, 
Jennings, Heaven, 47335270, PDT, Pediatrics, 
Russo, Chris, 84357404, FMD, Family Medicine, 
Santiago, Kai, 69857579, FMD, Family Medicine, 
Ramsey, Zariyah, 52729169, FMD, Family Medicine, 
Johnson, Linda, 95924970, XXX, NOT_MATCHED, 
Bowen, Denver, 77329554, IMD, Internal Medicine, 
Hampton, Elisa, 61847304, IMD, Internal Medicine, 
Watkins, Derek, 52156289, FMD, Family Medicine, 
Pennington, Dean, 80394380, URO, Urology, 
Villegas, Kingston, 92263018, FMD, Family Medicine, 
Scott, Anya, 42415091, FMD, Family Medicine, 
Velasquez, Dawson, 46160003, IMD, Internal Medicine, 
Weaver, Laura, 33222139, FMD, Family Medicine, 
Gonzalez, Amos, 95741486, ANT, Anesthesiology, 
Coleman, Jaxson, 38037267, XXX, NOT_MATCHED, 
Andersen, Jade, 59777154, XXX, NOT_MATCHED, 
Davila, Penny, 76065444, ORS, Orthopedic Surgery, 
Dean, Kensley, 38018393, FMD, Family Medicine, 
Aguilar, Emmitt, 69386761, IMD, Internal Medicine, 
Quinn, Collin, 44275305, XXX, NOT_MATCHED, 
Cunningham, George, 31198446, IMD, Internal Medicine, 
Walter, Elsie, 38849754, XXX, NOT_MATCHED, 
O’Donnell, Marshall, 46911867, XXX, NOT_MATCHED, 
Frederick, Flora, 93886838, XXX, NOT_MATCHED, 
Snow, Gianna, 67079236, DRA, Diagnostic Radiology, 
Mitchell, Hope, 66095874, XXX, NOT_MATCHED, 
Blevins, Zoey, 56038268, IMD, Internal Medicine, 
Marsh, Briana, 29035260, FMD, Family Medicine, 
Herring, Calliope, 11890287, XXX, NOT_MATCHED, 
Gentry, Isaac, 85532365, GSU, General Surgery, 
Hansen, Cassidy, 19601205, FMD, Family Medicine, 
Cohen, Quincy, 86477488, XXX, NOT_MATCHED, 
Bradley, Averie, 19123715, XXX, NOT_MATCHED, 
Combs, Fallon, 40401027, XXX, NOT_MATCHED, 
Hernandez, Apollo, 95192256, IMD, Internal Medicine, 
Vang, Lillian, 78291511, NMD, Nuclear Medicine, 
Townsend, Mallory, 16426496, PSY, Psychiatry, 
Jimenez, Leslie, 16056632, IMD, Internal Medicine, 
Garcia, Kelly, 89004946, XXX, NOT_MATCHED, 
Atkinson, Blaze, 40309067, FMD, Family Medicine, 
Hutchinson, Sawyer, 67833398, XXX, NOT_MATCHED, 
Ashley, Nasir, 52405401, XXX, NOT_MATCHED, 
Wood, Egypt, 55138410, XXX, NOT_MATCHED, 
Johnson, Baylor, 13728816, FMD, Family Medicine, 
Branch, River, 84540177, URO, Urology, 
Barr, Selena, 89879132, XXX, NOT_MATCHED, 
Bates, Mack, 11601367, DMP, Diagnostic and Molecular Pathology, 
Reynolds, Jeffery, 22037858, IMD, Internal Medicine, 
Atkinson, Jabari, 12288752, FMD, Family Medicine, 
Price, Ellison, 10920844, FMD, Family Medicine, 
Reed, Everleigh, 70387665, FMD, Family Medicine, 
Bentley, Santos, 21057396, FMD, Family Medicine, 
Steele, Ryann, 89329843, URO, Urology, 
Humphrey, Alexis, 17875340, IMD, Internal Medicine, 
Flynn, Francesca, 58039276, XXX, NOT_MATCHED, 
Cervantes, Haley, 42123944, XXX, NOT_MATCHED, 
Stafford, Donald, 43567237, IMD, Internal Medicine, 
Le, Augustine, 38619187, XXX, NOT_MATCHED, 
Knapp, Andrew, 72696153, IMD, Internal Medicine, 
Wilkerson, Alayah, 66510645, PDT, Pediatrics, 
Lawson, Aubrey, 64396797, FMD, Family Medicine, 
Russo, Tristen, 34624124, GSU, General Surgery, 
Hahn, Magnolia, 23790129, FMD, Family Medicine, 
Navarro, Leah, 17545373, XXX, NOT_MATCHED, 
Curry, Maximilian, 79810083, FMD, Family Medicine, 
Merritt, Joel, 82258140, FMD, Family Medicine, 
Huffman, Edward, 21972986, EMD, Emergency Medicine, 
Rivas, Marcel, 63599031, XXX, NOT_MATCHED, 
Landry, Emerald, 66959415, ANT, Anesthesiology, 
Sandoval, Giovanni, 75993403, VSU, Vascular Surgery, 
Cain, June, 84337022, PSY, Psychiatry, 
Copeland, Margot, 37951934, FMD, Family Medicine, 
Lucero, Liam, 75887462, FMD, Family Medicine, 
Gross, Damir, 30630564, IMD, Internal Medicine, 
James, Baylee, 36406890, GSU, General Surgery, 
Marks, Katherine, 18267986, PDT, Pediatrics, 
Barron, Messiah, 30923211, XXX, NOT_MATCHED, 
Jimenez, Mercy, 86515596, IMD, Internal Medicine, 
Jenkins, Julia, 95647240, IMD, Internal Medicine, 
Wyatt, Zechariah, 38857881, FMD, Family Medicine, 
Logan, Eva, 38647147, DMP, Diagnostic and Molecular Pathology, 
Maxwell, Elizabeth, 53811647, GSU, General Surgery, 
Herrera, Kennedy, 51144708, FMD, Family Medicine, 
Walton, Presley, 72033742, FMD, Family Medicine, 
Malone, Rory, 74647444, FMD, Family Medicine, 
Ortega, Savanna, 19354506, NRO, Neurology, 
Conrad, Seven, 80960584, OPH, Ophthalmology, 
Galindo, Luis, 25725268, FMD, Family Medicine, 
McCarthy, Rodrigo, 52012883, FMD, Family Medicine, 
Donaldson, Charles, 75801374, FMD, Family Medicine, 
Conley, Nathalia, 98019447, XXX, NOT_MATCHED, 
Doyle, Rosalie, 67826359, XXX, NOT_MATCHED, 
Flowers, Dream, 79084290, XXX, NOT_MATCHED, 
Howe, Brycen, 93988399, PSY, Psychiatry, 
Bowers, Paul, 79268129, XXX, NOT_MATCHED, 
Terry, Houston, 66361437, PSY, Psychiatry, 
Bell, Ashlyn, 53972468, FMD, Family Medicine, 
Bates, Kylo, 57969600, IMD, Internal Medicine, 
Vega, Elliot, 37048803, XXX, NOT_MATCHED, 
Branch, Brynleigh, 88738677, IMD, Internal Medicine, 
Dunlap, Tomas, 98663193, DMT, Dermatology, 
Quinn, Sterling, 80569649, FMD, Family Medicine, 
Harper, Jaiden, 21060751, XXX, NOT_MATCHED, 
Bauer, Azrael, 48035322, IMD, Internal Medicine, 
Blankenship, Zahir, 46452341, XXX, NOT_MATCHED, 
Rhodes, Cleo, 37986566, XXX, NOT_MATCHED, 
Valdez, Kaylani, 22520742, XXX, NOT_MATCHED, 
Bailey, Jaden, 39071767, PMR, Physical Medicine & Rehabilitation, 
Estes, Lucia, 15006679, PDT, Pediatrics, 
Esquivel, Arlo, 90953069, FMD, Family Medicine, 
Garner, Keaton, 57015169, FMD, Family Medicine, 
Person, Parker, 58683075, IMD, Internal Medicine, 
Wyatt, Alex, 99695969, XXX, NOT_MATCHED, 
Wilcox, Tyler, 61815414, FMD, Family Medicine, 
Patton, Brayan, 46654095, ANT, Anesthesiology, 
Wyatt, Nikolas, 21073223, ORS, Orthopedic Surgery, 
Benson, Amos, 46635774, PSY, Psychiatry, 
McFarland, Ashlynn, 20849343, FMD, Family Medicine, 
Compton, Gideon, 98979011, FMD, Family Medicine, 
Doyle, Bjorn, 27471504, XXX, NOT_MATCHED, 
Franklin, Athena, 53923918, FMD, Family Medicine, 
Petersen, Dangelo, 22575174, FMD, Family Medicine, 
Bell, Valentino, 28566879, OPH, Ophthalmology, 
Gregory, Maren, 32300140, IMD, Internal Medicine, 
Swanson, Bexley, 20389547, FMD, Family Medicine, 
Ryan, Randy, 79203857, ANT, Anesthesiology, 
Ali, Kenneth, 43364657, XXX, NOT_MATCHED, 
McPherson, Reece, 84702775, FMD, Family Medicine, 
Ingram, Savanna, 86167081, IMD, Internal Medicine, 
Jordan, Noemi, 44525918, FMD, Family Medicine, 
Everett, Rocky, 36374681, IMD, Internal Medicine, 
Cardenas, Zainab, 27320796, XXX, NOT_MATCHED, 
Hutchinson, Harrison, 78806194, FMD, Family Medicine, 
Pratt, Sylvie, 19609963, FMD, Family Medicine, 
Huff, Karina, 24250736, PSY, Psychiatry, 
McDowell, Lincoln, 16604152, FMD, Family Medicine, 
Huang, Mazikee, 76131418, PDT, Pediatrics, 
O’brien, Jax, 37054602, PSY, Psychiatry, 
Bean, Kendra, 69061094, OPH, Ophthalmology, 
Weaver, Sutton, 31886565, DRA, Diagnostic Radiology, 
Rosas, Landyn, 99379306, ANT, Anesthesiology, 
Rollins, Leah, 75428463, DMP, Diagnostic and Molecular Pathology, 
Owens, Melanie, 29643026, XXX, NOT_MATCHED, 
Vazquez, Dane, 53236243, XXX, NOT_MATCHED, 
Coleman, Finn, 35033891, IMD, Internal Medicine, 
Brooks, Hassan, 95289834, PSY, Psychiatry, 
Andrade, Athena, 25088178, FMD, Family Medicine, 
Love, Erik, 74692676, FMD, Family Medicine, 
Maldonado, Lila, 82081847, FMD, Family Medicine, 
Aguirre, Leyla, 95626503, FMD, Family Medicine, 
Trevino, Ramon, 15772675, FMD, Family Medicine, 
May, Derrick, 90721706, XXX, NOT_MATCHED, 
Burns, Hadassah, 19520797, EMD, Emergency Medicine, 
Barr, Treasure, 52477899, FMD, Family Medicine, 
Cox, Eliana, 35163339, GSU, General Surgery, 
Rich, Cash, 46029821, PSU, Plastic Surgery, 
Hess, August, 24990714, IMD, Internal Medicine, 
Wiggins, Nadia, 25168718, XXX, NOT_MATCHED, 
Vaughn, Alice, 10050328, FMD, Family Medicine, 
Ramos, Noelle, 58174218, XXX, NOT_MATCHED, 
Green, Cassidy, 16683872, NRO, Neurology, 
Farley, Jax, 39210216, XXX, NOT_MATCHED, 
Golden, Linda, 91612928, DRA, Diagnostic Radiology, 
Clarke, Michaela, 30255987, FMD, Family Medicine, 
McIntyre, John, 48383772, FMD, Family Medicine, 
Hancock, Emma, 95426114, FMD, Family Medicine, 
Hernandez, Francis, 79764972, FMD, Family Medicine, 
Montes, Lena, 74157374, XXX, NOT_MATCHED, 
Combs, Anders, 50573121, FME, Family Medicine integrated Emergency Medicine, 
Kirk, Josiah, 83613787, PDT, Pediatrics, 
Bowers, Fox, 24647104, PSY, Psychiatry, 
Frederick, Meghan, 56021939, FMD, Family Medicine, 
Franco, Ibrahim, 96358499, OTO, Otolaryngology - Head and Neck Surgery, 
Roach, Harmoni, 85407367, DMP, Diagnostic and Molecular Pathology, 
Daniels, Matteo, 72844633, FMD, Family Medicine, 
Hardy, Melina, 70316358, FMD, Family Medicine, 
Hull, Ila, 94482650, FMD, Family Medicine, 
Shelton, Keaton, 36761360, XXX, NOT_MATCHED, 
Roman, Oscar, 71176068, XXX, NOT_MATCHED, 
Stevenson, Kennedi, 68312570, FMD, Family Medicine, 
Mosley, Paulina, 47725793, FMD, Family Medicine, 
Hampton, Ernesto, 58393892, URO, Urology, 
Singh, Carmelo, 29525988, FMD, Family Medicine, 
Zuniga, Ellis, 88199033, FMD, Family Medicine, 
Ward, Lexie, 67596978, FMD, Family Medicine, 
Hansen, Patrick, 73515034, FMD, Family Medicine, 
McFarland, Cayden, 87553462, EMD, Emergency Medicine, 
Strong, Novalee, 12500027, PSY, Psychiatry, 
Ball, Kehlani, 29518873, IMD, Internal Medicine, 
Barron, Raegan, 65594818, FMD, Family Medicine, 
Harris, Gia, 29015694, DMT, Dermatology, 
Knapp, Morgan, 98634322, IMD, Internal Medicine, 
Vo, Derek, 28168639, FMD, Family Medicine, 
Reyna, Kamila, 92921780, PDT, Pediatrics, 
Briggs, Blake, 21156092, PDT, Pediatrics, 
Brennan, Phoenix, 50463356, XXX, NOT_MATCHED, 
Manning, Kimber, 41424769, PDT, Pediatrics, 
Cain, Harmoni, 96170139, XXX, NOT_MATCHED, 
Duke, Alena, 60801483, FMD, Family Medicine, 
Hayden, Vienna, 93823729, FMD, Family Medicine, 
Jacobson, Adalee, 36424207, PSY, Psychiatry, 
Clarke, Archie, 35944546, VSU, Vascular Surgery, 
Parrish, Fernando, 18124382, FMD, Family Medicine, 
Castro, Milana, 25277250, XXX, NOT_MATCHED, 
Jenkins, Jasiah, 29738737, ANT, Anesthesiology, 
Mosley, Brinley, 15015366, FMD, Family Medicine, 
Watkins, Zayd, 32094492, IMD, Internal Medicine, 
Santos, Matteo, 11492785, XXX, NOT_MATCHED, 
Matthews, Ila, 19076603, XXX, NOT_MATCHED, 
Flowers, Athena, 80940363, XXX, NOT_MATCHED, 
Magana, Steven, 10655913, FMD, Family Medicine, 
Travis, Zaylee, 55700955, OBG, Obstetrics and Gynecology, 
Harvey, Erin, 52013685, FMD, Family Medicine, 
Garrett, Selene, 64462665, FMD, Family Medicine, 
Cano, Davion, 92087996, FMD, Family Medicine, 
Pruitt, Maximus, 74513942, FMD, Family Medicine, 
Larson, Kamiyah, 11435695, IMD, Internal Medicine, 
Cummings, Emmanuel, 22435765, FMD, Family Medicine, 
Richardson, Amira, 36934470, FMD, Family Medicine, 
Dougherty, Alena, 31031399, XXX, NOT_MATCHED, 
Nixon, Emberly, 56502844, XXX, NOT_MATCHED, 
Diaz, Miriam, 95380036, XXX, NOT_MATCHED, 
Doyle, Kase, 95246221, PSY, Psychiatry, 
Thomas, Jared, 14965737, OBG, Obstetrics and Gynecology, 
Mayer, Adaline, 44078837, DMP, Diagnostic and Molecular Pathology, 
Glass, Ember, 23057340, FMD, Family Medicine, 
Kirk, Kadence, 11145328, FMD, Family Medicine, 
Chung, Brendan, 90565556, XXX, NOT_MATCHED, 
Massey, Zara, 94123053, HEP, Hematological Pathology, 
Hull, Desmond, 51931048, FMD, Family Medicine, 
Tran, Luciano, 57499834, OTO, Otolaryngology - Head and Neck Surgery, 
Rubio, Nellie, 21855949, FMD, Family Medicine, 
Cardenas, Zaire, 46793488, ROC, Radiation Oncology, 
Lewis, Lydia, 62607595, URO, Urology, 
Eaton, Bentlee, 47958723, EMD, Emergency Medicine, 
Willis, Ameer, 76323717, FMD, Family Medicine, 
Sosa, Lyric, 31421490, FMD, Family Medicine, 
Chandler, Reagan, 31509995, DMT, Dermatology, 
Sierra, Jaxxon, 57443058, DRA, Diagnostic Radiology, 
Jones, Myla, 19353282, FMD, Family Medicine, 
Hull, Norah, 66791874, XXX, NOT_MATCHED, 
Wang, Fernanda, 29687850, ROC, Radiation Oncology, 
Stark, Harper, 24417215, IMD, Internal Medicine, 
Banks, Kylee, 14270036, XXX, NOT_MATCHED, 
Pierce, Kenzo, 27846280, FMD, Family Medicine, 
Blair, Aliza, 92883929, OPH, Ophthalmology, 
Macdonald, Kendrick, 72041891, IMD, Internal Medicine, 
Yu, Averie, 86812113, FMD, Family Medicine, 
McCoy, Scarlet, 83569523, FMD, Family Medicine, 
Stokes, Maeve, 89938175, IMD, Internal Medicine, 
Potts, Avalynn, 24014772, FMD, Family Medicine, 
Espinoza, August, 50220237, XXX, NOT_MATCHED, 
Sparks, Justice, 36589109, NRO, Neurology, 
Rice, Malik, 31642273, FMD, Family Medicine, 
Washington, Hugh, 51633605, FMD, Family Medicine, 
Rodgers, Nyomi, 44743854, IMD, Internal Medicine, 
Melendez, Jaziel, 47036270, DMP, Diagnostic and Molecular Pathology, 
Manning, Everleigh, 30465400, IMD, Internal Medicine, 
Kelley, Kathryn, 76726796, URO, Urology, 
Holmes, Milena, 92234391, PSY, Psychiatry, 
Villarreal, Adelynn, 20358921, FMD, Family Medicine, 
Preston, Elaina, 45980354, XXX, NOT_MATCHED, 
Young, Angela, 46723785, FMD, Family Medicine, 
Reyna, Jose, 29776483, XXX, NOT_MATCHED, 
Hutchinson, Zaire, 31185437, XXX, NOT_MATCHED, 
Holt, Leif, 40862092, PDT, Pediatrics, 
Moon, Anaya, 36278540, DCP, Diagnostic and Clinical Pathology, 
Singleton, Xavier, 90489572, XXX, NOT_MATCHED, 
Murillo, Keanu, 31422974, FMD, Family Medicine, 
Hardy, Daxton, 57456408, IMD, Internal Medicine, 
Burns, Chloe, 83066478, FMD, Family Medicine, 
